"alpha","nu","k","q_critical"
"0.20","2",10,"6.630"
"0.20","3",2,"2.316"
"0.20","3",3,"3.245"
"0.20","3",4,"3.833"
"0.20","3",5,"4.261"
"0.20","3",6,"4.597"
"0.20","3",7,"4.872"
"0.20","3",8,"5.104"
"0.20","3",9,"5.305"
"0.20","3",10,"5.480"
"0.20","4",2,"2.168"
"0.20","4",3,"3.004"
"0.20","4",4,"3.526"
"0.20","4",5,"3.907"
"0.20","4",6,"4.205"
"0.20","4",7,"4.449"
"0.20","4",8,"4.655"
"0.20","4",9,"4.832"
"0.20","4",10,"4.989"
"0.20","5",2,"2.087"
"0.20","5",3,"2.872"
"0.20","5",4,"3.358"
"0.20","5",5,"3.712"
"0.20","5",6,"3.988"
"0.20","5",7,"4.214"
"0.20","5",8,"4.405"
"0.20","5",9,"4.570"
"0.20","5",10,"4.715"
"0.20","6",2,"2.036"
"0.20","6",3,"2.788"
"0.20","6",4,"3.252"
"0.20","6",5,"3.588"
"0.20","6",6,"3.850"
"0.20","6",7,"4.065"
"0.20","6",8,"4.246"
"0.20","6",9,"4.403"
"0.20","6",10,"4.540"
"0.20","7",2,"2.001"
"0.20","7",3,"2.731"
"0.20","7",4,"3.179"
"0.20","7",5,"3.503"
"0.20","7",6,"3.755"
"0.20","7",7,"3.962"
"0.20","7",8,"4.136"
"0.20","7",9,"4.287"
"0.20","7",10,"4.419"
"0.20","8",2,"1.975"
"0.20","8",3,"2.689"
"0.20","8",4,"3.126"
"0.20","8",5,"3.440"
"0.20","8",6,"3.686"
"0.20","8",7,"3.886"
"0.20","8",8,"4.055"
"0.20","8",9,"4.201"
"0.20","8",10,"4.329"
"0.20","9",2,"1.956"
"0.20","9",3,"2.657"
"0.20","9",4,"3.085"
"0.20","9",5,"3.393"
"0.20","9",6,"3.632"
"0.20","9",7,"3.828"
"0.20","9",8,"3.993"
"0.20","9",9,"4.136"
"0.20","9",10,"4.261"
"0.20","10",2,"1.941"
"0.20","10",3,"2.632"
"0.20","10",4,"3.053"
"0.20","10",5,"3.355"
"0.20","10",6,"3.590"
"0.20","10",7,"3.782"
"0.20","10",8,"3.944"
"0.20","10",9,"4.084"
"0.20","10",10,"4.206"
"0.20","11",2,"1.928"
"0.20","11",3,"2.612"
"0.20","11",4,"3.027"
"0.20","11",5,"3.325"
"0.20","11",6,"3.556"
"0.20","11",7,"3.745"
"0.20","11",8,"3.904"
"0.20","11",9,"4.042"
"0.20","11",10,"4.162"
"0.20","12",2,"1.918"
"0.20","12",3,"2.596"
"0.20","12",4,"3.006"
"0.20","12",5,"3.300"
"0.20","12",6,"3.528"
"0.20","12",7,"3.715"
"0.20","12",8,"3.871"
"0.20","12",9,"4.007"
"0.20","12",10,"4.126"
"0.20","13",2,"1.909"
"0.20","13",3,"2.582"
"0.20","13",4,"2.988"
"0.20","13",5,"3.279"
"0.20","13",6,"3.505"
"0.20","13",7,"3.689"
"0.20","13",8,"3.844"
"0.20","13",9,"3.977"
"0.20","13",10,"4.095"
"0.20","14",2,"1.902"
"0.20","14",3,"2.570"
"0.20","14",4,"2.973"
"0.20","14",5,"3.261"
"0.20","14",6,"3.485"
"0.20","14",7,"3.667"
"0.20","14",8,"3.820"
"0.20","14",9,"3.952"
"0.20","14",10,"4.068"
"0.20","15",2,"1.896"
"0.20","15",3,"2.560"
"0.20","15",4,"2.960"
"0.20","15",5,"3.245"
"0.20","15",6,"3.467"
"0.20","15",7,"3.648"
"0.20","15",8,"3.800"
"0.20","15",9,"3.931"
"0.20","15",10,"4.046"
"0.20","16",2,"1.890"
"0.20","16",3,"2.551"
"0.20","16",4,"2.948"
"0.20","16",5,"3.232"
"0.20","16",6,"3.452"
"0.20","16",7,"3.631"
"0.20","16",8,"3.782"
"0.20","16",9,"3.912"
"0.20","16",10,"4.026"
"0.20","17",2,"1.886"
"0.20","17",3,"2.543"
"0.20","17",4,"2.938"
"0.20","17",5,"3.220"
"0.20","17",6,"3.439"
"0.20","17",7,"3.617"
"0.20","17",8,"3.766"
"0.20","17",9,"3.895"
"0.20","17",10,"4.008"
"0.20","18",2,"1.881"
"0.20","18",3,"2.536"
"0.20","18",4,"2.929"
"0.20","18",5,"3.210"
"0.20","18",6,"3.427"
"0.20","18",7,"3.604"
"0.20","18",8,"3.752"
"0.20","18",9,"3.880"
"0.20","18",10,"3.993"
"0.20","19",2,"1.878"
"0.20","19",3,"2.530"
"0.20","19",4,"2.921"
"0.20","19",5,"3.200"
"0.20","19",6,"3.416"
"0.20","19",7,"3.592"
"0.20","19",8,"3.740"
"0.20","19",9,"3.867"
"0.20","19",10,"3.979"
"0.20","20",2,"1.874"
"0.20","20",3,"2.524"
"0.20","20",4,"2.914"
"0.20","20",5,"3.192"
"0.20","20",6,"3.407"
"0.20","20",7,"3.582"
"0.20","20",8,"3.729"
"0.20","20",9,"3.855"
"0.20","20",10,"3.966"
"0.20","24",2,"1.864"
"0.20","24",3,"2.507"
"0.20","24",4,"2.892"
"0.20","24",5,"3.166"
"0.20","24",6,"3.377"
"0.20","24",7,"3.549"
"0.20","24",8,"3.694"
"0.20","24",9,"3.818"
"0.20","24",10,"3.927"
"0.20","30",2,"1.853"
"0.20","30",3,"2.490"
"0.20","30",4,"2.870"
"0.20","30",5,"3.140"
"0.20","30",6,"3.348"
"0.20","30",7,"3.517"
"0.20","30",8,"3.659"
"0.20","30",9,"3.781"
"0.20","30",10,"3.887"
"0.20","40",2,"1.843"
"0.20","40",3,"2.473"
"0.20","40",4,"2.848"
"0.20","40",5,"3.114"
"0.20","40",6,"3.318"
"0.20","40",7,"3.484"
"0.20","40",8,"3.624"
"0.20","40",9,"3.743"
"0.20","40",10,"3.848"
"0.20","60",2,"1.833"
"0.20","60",3,"2.456"
"0.20","60",4,"2.826"
"0.20","60",5,"3.088"
"0.20","60",6,"3.289"
"0.20","60",7,"3.452"
"0.20","60",8,"3.589"
"0.20","60",9,"3.706"
"0.20","60",10,"3.809"
"0.20","120",2,"1.822"
"0.20","120",3,"2.440"
"0.20","120",4,"2.805"
"0.20","120",5,"3.063"
"0.20","120",6,"3.260"
"0.20","120",7,"3.420"
"0.20","120",8,"3.554"
"0.20","120",9,"3.669"
"0.20","120",10,"3.770"
"0.20","Inf",2,"1.812"
"0.20","Inf",3,"2.424"
"0.20","Inf",4,"2.784"
"0.20","Inf",5,"3.037"
"0.20","Inf",6,"3.232"
"0.20","Inf",7,"3.389"
"0.20","Inf",8,"3.520"
"0.20","Inf",9,"3.632"
"0.20","Inf",10,"3.730"
"0.20","1",11,"12.498"
"0.20","1",12,"12.837"
"0.20","1",13,"13.144"
"0.20","1",14,"13.425"
"0.20","1",15,"13.682"
"0.20","1",16,"13.921"
"0.20","1",17,"14.142"
"0.20","1",18,"14.348"
"0.20","1",19,"14.542"
"0.20","2",11,"6.826"
"0.20","2",12,"7.002"
"0.20","2",13,"7.162"
"0.20","2",14,"7.308"
"0.20","2",15,"7.442"
"0.20","2",16,"7.566"
"0.20","2",17,"7.682"
"0.20","2",18,"7.790"
"0.20","2",19,"7.891"
"0.20","3",11,"5.637"
"0.20","3",12,"5.778"
"0.20","3",13,"5.906"
"0.20","3",14,"6.023"
"0.20","3",15,"6.130"
"0.20","3",16,"6.230"
"0.20","3",17,"6.323"
"0.20","3",18,"6.410"
"0.20","3",19,"6.491"
"0.20","4",11,"5.128"
"0.20","4",12,"5.253"
"0.20","4",13,"5.367"
"0.20","4",14,"5.471"
"0.20","4",15,"5.566"
"0.20","4",16,"5.655"
"0.20","4",17,"5.738"
"0.20","4",18,"5.815"
"0.20","4",19,"5.888"
"0.20","5",11,"4.844"
"0.20","5",12,"4.960"
"0.20","5",13,"5.066"
"0.20","5",14,"5.162"
"0.20","5",15,"5.251"
"0.20","5",16,"5.334"
"0.20","5",17,"5.411"
"0.20","5",18,"5.482"
"0.20","5",19,"5.550"
"0.20","6",11,"4.663"
"0.20","6",12,"4.773"
"0.20","6",13,"4.873"
"0.20","6",14,"4.965"
"0.20","6",15,"5.049"
"0.20","6",16,"5.128"
"0.20","6",17,"5.200"
"0.20","6",18,"5.269"
"0.20","6",19,"5.333"
"0.20","7",11,"4.537"
"0.20","7",12,"4.643"
"0.20","7",13,"4.739"
"0.20","7",14,"4.827"
"0.20","7",15,"4.908"
"0.20","7",16,"4.984"
"0.20","7",17,"5.054"
"0.20","7",18,"5.119"
"0.20","7",19,"5.181"
"0.20","8",11,"4.444"
"0.20","8",12,"4.546"
"0.20","8",13,"4.640"
"0.20","8",14,"4.725"
"0.20","8",15,"4.804"
"0.20","8",16,"4.877"
"0.20","8",17,"4.945"
"0.20","8",18,"5.009"
"0.20","8",19,"5.069"
"0.20","9",11,"4.372"
"0.20","9",12,"4.473"
"0.20","9",13,"4.564"
"0.20","9",14,"4.647"
"0.20","9",15,"4.724"
"0.20","9",16,"4.795"
"0.20","9",17,"4.862"
"0.20","9",18,"4.924"
"0.20","9",19,"4.982"
"0.20","10",11,"4.316"
"0.20","10",12,"4.414"
"0.20","10",13,"4.503"
"0.20","10",14,"4.585"
"0.20","10",15,"4.660"
"0.20","10",16,"4.730"
"0.20","10",17,"4.795"
"0.20","10",18,"4.856"
"0.20","10",19,"4.913"
"0.20","11",11,"4.270"
"0.20","11",12,"4.366"
"0.20","11",13,"4.454"
"0.20","11",14,"4.534"
"0.20","11",15,"4.608"
"0.20","11",16,"4.677"
"0.20","11",17,"4.741"
"0.20","11",18,"4.801"
"0.20","11",19,"4.857"
"0.20","12",11,"4.231"
"0.20","12",12,"4.327"
"0.20","12",13,"4.413"
"0.20","12",14,"4.492"
"0.20","12",15,"4.565"
"0.20","12",16,"4.633"
"0.20","12",17,"4.696"
"0.20","12",18,"4.755"
"0.20","12",19,"4.810"
"0.20","13",11,"4.199"
"0.20","13",12,"4.293"
"0.20","13",13,"4.378"
"0.20","13",14,"4.457"
"0.20","13",15,"4.529"
"0.20","13",16,"4.595"
"0.20","13",17,"4.658"
"0.20","13",18,"4.716"
"0.20","13",19,"4.770"
"0.20","14",11,"4.172"
"0.20","14",12,"4.265"
"0.20","14",13,"4.349"
"0.20","14",14,"4.426"
"0.20","14",15,"4.497"
"0.20","14",16,"4.563"
"0.20","14",17,"4.625"
"0.20","14",18,"4.682"
"0.20","14",19,"4.736"
"0.20","15",11,"4.148"
"0.20","15",12,"4.240"
"0.20","15",13,"4.323"
"0.20","15",14,"4.400"
"0.20","15",15,"4.470"
"0.20","15",16,"4.536"
"0.20","15",17,"4.597"
"0.20","15",18,"4.654"
"0.20","15",19,"4.707"
"0.20","16",11,"4.127"
"0.20","16",12,"4.218"
"0.20","16",13,"4.301"
"0.20","16",14,"4.377"
"0.20","16",15,"4.447"
"0.20","16",16,"4.512"
"0.20","16",17,"4.572"
"0.20","16",18,"4.628"
"0.20","16",19,"4.681"
"0.20","17",11,"4.109"
"0.20","17",12,"4.199"
"0.20","17",13,"4.281"
"0.20","17",14,"4.357"
"0.20","17",15,"4.426"
"0.20","17",16,"4.490"
"0.20","17",17,"4.550"
"0.20","17",18,"4.606"
"0.20","17",19,"4.658"
"0.20","18",11,"4.093"
"0.20","18",12,"4.182"
"0.20","18",13,"4.264"
"0.20","18",14,"4.339"
"0.20","18",15,"4.407"
"0.20","18",16,"4.471"
"0.20","18",17,"4.531"
"0.20","18",18,"4.586"
"0.20","18",19,"4.638"
"0.20","19",11,"4.078"
"0.20","19",12,"4.167"
"0.20","19",13,"4.248"
"0.20","19",14,"4.323"
"0.20","19",15,"4.391"
"0.20","19",16,"4.454"
"0.20","19",17,"4.513"
"0.20","19",18,"4.568"
"0.20","19",19,"4.620"
"0.20","20",11,"4.065"
"0.20","20",12,"4.154"
"0.20","20",13,"4.234"
"0.20","20",14,"4.308"
"0.20","20",15,"4.376"
"0.20","20",16,"4.439"
"0.20","20",17,"4.498"
"0.20","20",18,"4.552"
"0.20","20",19,"4.604"
"0.20","24",11,"4.024"
"0.20","24",12,"4.111"
"0.20","24",13,"4.190"
"0.20","24",14,"4.262"
"0.20","24",15,"4.329"
"0.20","24",16,"4.390"
"0.20","24",17,"4.448"
"0.20","24",18,"4.502"
"0.20","24",19,"4.552"
"0.20","30",11,"3.982"
"0.20","30",12,"4.068"
"0.20","30",13,"4.145"
"0.20","30",14,"4.216"
"0.20","30",15,"4.281"
"0.20","30",16,"4.342"
"0.20","30",17,"4.398"
"0.20","30",18,"4.451"
"0.20","30",19,"4.500"
"0.20","40",11,"3.941"
"0.20","40",12,"4.025"
"0.20","40",13,"4.101"
"0.20","40",14,"4.170"
"0.20","40",15,"4.234"
"0.20","40",16,"4.293"
"0.20","40",17,"4.348"
"0.20","40",18,"4.399"
"0.20","40",19,"4.447"
"0.20","60",11,"3.900"
"0.20","60",12,"3.982"
"0.20","60",13,"4.056"
"0.20","60",14,"4.124"
"0.20","60",15,"4.186"
"0.20","60",16,"4.244"
"0.20","60",17,"4.297"
"0.20","60",18,"4.347"
"0.20","60",19,"4.394"
"0.20","120",11,"3.859"
"0.20","120",12,"3.938"
"0.20","120",13,"4.011"
"0.20","120",14,"4.077"
"0.20","120",15,"4.138"
"0.20","120",16,"4.194"
"0.20","120",17,"4.246"
"0.20","120",18,"4.295"
"0.20","120",19,"4.341"
"0.20","Inf",11,"3.817"
"0.20","Inf",12,"3.895"
"0.20","Inf",13,"3.966"
"0.20","Inf",14,"4.030"
"0.20","Inf",15,"4.089"
"0.20","Inf",16,"4.144"
"0.20","Inf",17,"4.195"
"0.20","Inf",18,"4.242"
"0.20","Inf",19,"4.287"
"0.20","1",20,"14.724"
"0.20","1",22,"15.058"
"0.20","1",24,"15.359"
"0.20","1",26,"15.632"
"0.20","1",28,"15.881"
"0.20","1",30,"16.111"
"0.20","1",32,"16.324"
"0.20","1",34,"16.522"
"0.20","1",36,"16.707"
"0.20","2",20,"7.986"
"0.20","2",22,"8.162"
"0.20","2",24,"8.319"
"0.20","2",26,"8.463"
"0.20","2",28,"8.594"
"0.20","2",30,"8.715"
"0.20","2",32,"8.827"
"0.20","2",34,"8.931"
"0.20","2",36,"9.029"
"0.20","3",20,"6.567"
"0.20","3",22,"6.708"
"0.20","3",24,"6.835"
"0.20","3",26,"6.951"
"0.20","3",28,"7.056"
"0.20","3",30,"7.154"
"0.20","3",32,"7.244"
"0.20","3",34,"7.328"
"0.20","3",36,"7.407"
"0.20","4",20,"5.956"
"0.20","4",22,"6.081"
"0.20","4",24,"6.195"
"0.20","4",26,"6.298"
"0.20","4",28,"6.392"
"0.20","4",30,"6.479"
"0.20","4",32,"6.560"
"0.20","4",34,"6.635"
"0.20","4",36,"6.705"
"0.20","5",20,"5.613"
"0.20","5",22,"5.730"
"0.20","5",24,"5.835"
"0.20","5",26,"5.931"
"0.20","5",28,"6.019"
"0.20","5",30,"6.100"
"0.20","5",32,"6.175"
"0.20","5",34,"6.245"
"0.20","5",36,"6.311"
"0.20","6",20,"5.393"
"0.20","6",22,"5.504"
"0.20","6",24,"5.604"
"0.20","6",26,"5.695"
"0.20","6",28,"5.779"
"0.20","6",30,"5.856"
"0.20","6",32,"5.927"
"0.20","6",34,"5.994"
"0.20","6",36,"6.056"
"0.20","7",20,"5.239"
"0.20","7",22,"5.346"
"0.20","7",24,"5.442"
"0.20","7",26,"5.530"
"0.20","7",28,"5.610"
"0.20","7",30,"5.684"
"0.20","7",32,"5.753"
"0.20","7",34,"5.817"
"0.20","7",36,"5.877"
"0.20","8",20,"5.125"
"0.20","8",22,"5.228"
"0.20","8",24,"5.322"
"0.20","8",26,"5.407"
"0.20","8",28,"5.485"
"0.20","8",30,"5.557"
"0.20","8",32,"5.624"
"0.20","8",34,"5.686"
"0.20","8",36,"5.744"
"0.20","9",20,"5.037"
"0.20","9",22,"5.138"
"0.20","9",24,"5.229"
"0.20","9",26,"5.312"
"0.20","9",28,"5.388"
"0.20","9",30,"5.459"
"0.20","9",32,"5.524"
"0.20","9",34,"5.585"
"0.20","9",36,"5.641"
"0.20","10",20,"4.967"
"0.20","10",22,"5.066"
"0.20","10",24,"5.155"
"0.20","10",26,"5.237"
"0.20","10",28,"5.311"
"0.20","10",30,"5.380"
"0.20","10",32,"5.444"
"0.20","10",34,"5.503"
"0.20","10",36,"5.559"
"0.20","11",20,"4.910"
"0.20","11",22,"5.007"
"0.20","11",24,"5.095"
"0.20","11",26,"5.175"
"0.20","11",28,"5.248"
"0.20","11",30,"5.316"
"0.20","11",32,"5.379"
"0.20","11",34,"5.437"
"0.20","11",36,"5.492"
"0.20","12",20,"4.862"
"0.20","12",22,"4.958"
"0.20","12",24,"5.044"
"0.20","12",26,"5.123"
"0.20","12",28,"5.195"
"0.20","12",30,"5.262"
"0.20","12",32,"5.324"
"0.20","12",34,"5.382"
"0.20","12",36,"5.436"
"0.20","13",20,"4.822"
"0.20","13",22,"4.916"
"0.20","13",24,"5.002"
"0.20","13",26,"5.080"
"0.20","13",28,"5.151"
"0.20","13",30,"5.217"
"0.20","13",32,"5.278"
"0.20","13",34,"5.335"
"0.20","13",36,"5.388"
"0.20","14",20,"4.787"
"0.20","14",22,"4.881"
"0.20","14",24,"4.965"
"0.20","14",26,"5.042"
"0.20","14",28,"5.113"
"0.20","14",30,"5.178"
"0.20","14",32,"5.238"
"0.20","14",34,"5.295"
"0.20","14",36,"5.347"
"0.20","15",20,"4.757"
"0.20","15",22,"4.850"
"0.20","15",24,"4.934"
"0.20","15",26,"5.010"
"0.20","15",28,"5.079"
"0.20","15",30,"5.144"
"0.20","15",32,"5.204"
"0.20","15",34,"5.259"
"0.20","15",36,"5.312"
"0.20","16",20,"4.731"
"0.20","16",22,"4.823"
"0.20","16",24,"4.906"
"0.20","16",26,"4.981"
"0.20","16",28,"5.050"
"0.20","16",30,"5.114"
"0.20","16",32,"5.173"
"0.20","16",34,"5.229"
"0.20","16",36,"5.280"
"0.20","17",20,"4.708"
"0.20","17",22,"4.799"
"0.20","17",24,"4.881"
"0.20","17",26,"4.956"
"0.20","17",28,"5.025"
"0.20","17",30,"5.088"
"0.20","17",32,"5.147"
"0.20","17",34,"5.202"
"0.20","17",36,"5.253"
"0.20","18",20,"4.687"
"0.20","18",22,"4.778"
"0.20","18",24,"4.859"
"0.20","18",26,"4.934"
"0.20","18",28,"5.002"
"0.20","18",30,"5.065"
"0.20","18",32,"5.123"
"0.20","18",34,"5.177"
"0.20","18",36,"5.228"
"0.20","19",20,"4.669"
"0.20","19",22,"4.759"
"0.20","19",24,"4.840"
"0.20","19",26,"4.913"
"0.20","19",28,"4.981"
"0.20","19",30,"5.044"
"0.20","19",32,"5.101"
"0.20","19",34,"5.156"
"0.20","19",36,"5.206"
"0.20","20",20,"4.652"
"0.20","20",22,"4.741"
"0.20","20",24,"4.822"
"0.20","20",26,"4.895"
"0.20","20",28,"4.963"
"0.20","20",30,"5.025"
"0.20","20",32,"5.082"
"0.20","20",34,"5.136"
"0.20","20",36,"5.186"
"0.20","24",20,"4.599"
"0.20","24",22,"4.687"
"0.20","24",24,"4.766"
"0.20","24",26,"4.838"
"0.20","24",28,"4.903"
"0.20","24",30,"4.964"
"0.20","24",32,"5.021"
"0.20","24",34,"5.073"
"0.20","24",36,"5.122"
"0.20","30",20,"4.546"
"0.20","30",22,"4.632"
"0.20","30",24,"4.709"
"0.20","30",26,"4.779"
"0.20","30",28,"4.844"
"0.20","30",30,"4.903"
"0.20","30",32,"4.958"
"0.20","30",34,"5.010"
"0.20","30",36,"5.058"
"0.20","40",20,"4.493"
"0.20","40",22,"4.576"
"0.20","40",24,"4.652"
"0.20","40",26,"4.720"
"0.20","40",28,"4.783"
"0.20","40",30,"4.841"
"0.20","40",32,"4.895"
"0.20","40",34,"4.945"
"0.20","40",36,"4.992"
"0.20","60",20,"4.439"
"0.20","60",22,"4.520"
"0.20","60",24,"4.594"
"0.20","60",26,"4.661"
"0.20","60",28,"4.722"
"0.20","60",30,"4.778"
"0.20","60",32,"4.831"
"0.20","60",34,"4.880"
"0.20","60",36,"4.925"
"0.20","120",20,"4.384"
"0.20","120",22,"4.463"
"0.20","120",24,"4.535"
"0.20","120",26,"4.600"
"0.20","120",28,"4.659"
"0.20","120",30,"4.714"
"0.20","120",32,"4.765"
"0.20","120",34,"4.812"
"0.20","120",36,"4.857"
"0.20","Inf",20,"4.329"
"0.20","Inf",22,"4.405"
"0.20","Inf",24,"4.475"
"0.20","Inf",26,"4.537"
"0.20","Inf",28,"4.595"
"0.20","Inf",30,"4.648"
"0.20","Inf",32,"4.697"
"0.20","Inf",34,"4.743"
"0.20","Inf",36,"4.786"
"0.20","1",38,"16.881"
"0.20","1",40,"17.044"
"0.20","1",50,"17.743"
"0.20","1",60,"18.298"
"0.20","1",70,"18.757"
"0.20","1",80,"19.148"
"0.20","1",90,"19.487"
"0.20","1",100,"19.786"
"0.20","2",38,"9.121"
"0.20","2",40,"9.207"
"0.20","2",50,"9.576"
"0.20","2",60,"9.869"
"0.20","2",70,"10.112"
"0.20","2",80,"10.319"
"0.20","2",90,"10.499"
"0.20","2",100,"10.658"
"0.20","3",38,"7.481"
"0.20","3",40,"7.551"
"0.20","3",50,"7.848"
"0.20","3",60,"8.086"
"0.20","3",70,"8.282"
"0.20","3",80,"8.450"
"0.20","3",90,"8.596"
"0.20","3",100,"8.724"
"0.20","4",38,"6.771"
"0.20","4",40,"6.834"
"0.20","4",50,"7.100"
"0.20","4",60,"7.312"
"0.20","4",70,"7.489"
"0.20","4",80,"7.639"
"0.20","4",90,"7.769"
"0.20","4",100,"7.885"
"0.20","5",38,"6.372"
"0.20","5",40,"6.430"
"0.20","5",50,"6.678"
"0.20","5",60,"6.876"
"0.20","5",70,"7.041"
"0.20","5",80,"7.181"
"0.20","5",90,"7.303"
"0.20","5",100,"7.410"
"0.20","6",38,"6.114"
"0.20","6",40,"6.170"
"0.20","6",50,"6.406"
"0.20","6",60,"6.595"
"0.20","6",70,"6.751"
"0.20","6",80,"6.884"
"0.20","6",90,"7.001"
"0.20","6",100,"7.103"
"0.20","7",38,"5.934"
"0.20","7",40,"5.987"
"0.20","7",50,"6.214"
"0.20","7",60,"6.396"
"0.20","7",70,"6.547"
"0.20","7",80,"6.676"
"0.20","7",90,"6.788"
"0.20","7",100,"6.887"
"0.20","8",38,"5.799"
"0.20","8",40,"5.851"
"0.20","8",50,"6.072"
"0.20","8",60,"6.248"
"0.20","8",70,"6.395"
"0.20","8",80,"6.520"
"0.20","8",90,"6.629"
"0.20","8",100,"6.725"
"0.20","9",38,"5.695"
"0.20","9",40,"5.745"
"0.20","9",50,"5.961"
"0.20","9",60,"6.134"
"0.20","9",70,"6.277"
"0.20","9",80,"6.399"
"0.20","9",90,"6.506"
"0.20","9",100,"6.600"
"0.20","10",38,"5.612"
"0.20","10",40,"5.661"
"0.20","10",50,"5.873"
"0.20","10",60,"6.042"
"0.20","10",70,"6.182"
"0.20","10",80,"6.302"
"0.20","10",90,"6.407"
"0.20","10",100,"6.499"
"0.20","11",38,"5.543"
"0.20","11",40,"5.592"
"0.20","11",50,"5.800"
"0.20","11",60,"5.967"
"0.20","11",70,"6.105"
"0.20","11",80,"6.223"
"0.20","11",90,"6.325"
"0.20","11",100,"6.416"
"0.20","12",38,"5.487"
"0.20","12",40,"5.535"
"0.20","12",50,"5.740"
"0.20","12",60,"5.904"
"0.20","12",70,"6.040"
"0.20","12",80,"6.156"
"0.20","12",90,"6.257"
"0.20","12",100,"6.347"
"0.20","13",38,"5.438"
"0.20","13",40,"5.486"
"0.20","13",50,"5.688"
"0.20","13",60,"5.850"
"0.20","13",70,"5.985"
"0.20","13",80,"6.099"
"0.20","13",90,"6.199"
"0.20","13",100,"6.288"
"0.20","14",38,"5.397"
"0.20","14",40,"5.444"
"0.20","14",50,"5.644"
"0.20","14",60,"5.804"
"0.20","14",70,"5.937"
"0.20","14",80,"6.051"
"0.20","14",90,"6.150"
"0.20","14",100,"6.237"
"0.20","15",38,"5.361"
"0.20","15",40,"5.407"
"0.20","15",50,"5.605"
"0.20","15",60,"5.764"
"0.20","15",70,"5.896"
"0.20","15",80,"6.008"
"0.20","15",90,"6.106"
"0.20","15",100,"6.193"
"0.20","16",38,"5.329"
"0.20","16",40,"5.375"
"0.20","16",50,"5.572"
"0.20","16",60,"5.729"
"0.20","16",70,"5.859"
"0.20","16",80,"5.971"
"0.20","16",90,"6.068"
"0.20","16",100,"6.154"
"0.20","17",38,"5.301"
"0.20","17",40,"5.347"
"0.20","17",50,"5.542"
"0.20","17",60,"5.698"
"0.20","17",70,"5.827"
"0.20","17",80,"5.938"
"0.20","17",90,"6.034"
"0.20","17",100,"6.119"
"0.20","18",38,"5.276"
"0.20","18",40,"5.321"
"0.20","18",50,"5.515"
"0.20","18",60,"5.670"
"0.20","18",70,"5.798"
"0.20","18",80,"5.908"
"0.20","18",90,"6.004"
"0.20","18",100,"6.088"
"0.20","19",38,"5.254"
"0.20","19",40,"5.299"
"0.20","19",50,"5.491"
"0.20","19",60,"5.644"
"0.20","19",70,"5.772"
"0.20","19",80,"5.881"
"0.20","19",90,"5.976"
"0.20","19",100,"6.060"
"0.20","20",38,"5.233"
"0.20","20",40,"5.278"
"0.20","20",50,"5.469"
"0.20","20",60,"5.622"
"0.20","20",70,"5.749"
"0.20","20",80,"5.857"
"0.20","20",90,"5.951"
"0.20","20",100,"6.035"
"0.20","24",38,"5.169"
"0.20","24",40,"5.212"
"0.20","24",50,"5.400"
"0.20","24",60,"5.549"
"0.20","24",70,"5.674"
"0.20","24",80,"5.780"
"0.20","24",90,"5.872"
"0.20","24",100,"5.954"
"0.20","30",38,"5.103"
"0.20","30",40,"5.146"
"0.20","30",50,"5.329"
"0.20","30",60,"5.475"
"0.20","30",70,"5.597"
"0.20","30",80,"5.701"
"0.20","30",90,"5.791"
"0.20","30",100,"5.871"
"0.20","40",38,"5.037"
"0.20","40",40,"5.078"
"0.20","40",50,"5.257"
"0.20","40",60,"5.399"
"0.20","40",70,"5.518"
"0.20","40",80,"5.619"
"0.20","40",90,"5.708"
"0.20","40",100,"5.786"
"0.20","60",38,"4.968"
"0.20","60",40,"5.009"
"0.20","60",50,"5.183"
"0.20","60",60,"5.321"
"0.20","60",70,"5.437"
"0.20","60",80,"5.535"
"0.20","60",90,"5.621"
"0.20","60",100,"5.697"
"0.20","120",38,"4.898"
"0.20","120",40,"4.938"
"0.20","120",50,"5.106"
"0.20","120",60,"5.240"
"0.20","120",70,"5.352"
"0.20","120",80,"5.447"
"0.20","120",90,"5.530"
"0.20","120",100,"5.603"
"0.20","Inf",38,"4.826"
"0.20","Inf",40,"4.864"
"0.20","Inf",50,"5.026"
"0.20","Inf",60,"5.155"
"0.20","Inf",70,"5.262"
"0.20","Inf",80,"5.353"
"0.20","Inf",90,"5.433"
"0.20","Inf",100,"5.503"
"0.10","1",2,"8.929"
"0.10","1",3,"13.437"
"0.10","1",4,"16.358"
"0.10","1",5,"18.488"
"0.10","1",6,"20.150"
"0.10","1",7,"21.504"
"0.10","1",8,"22.642"
"0.10","1",9,"23.621"
"0.10","1",10,"24.477"
"0.10","2",2,"4.129"
"0.10","2",3,"5.733"
"0.10","2",4,"6.772"
"0.10","2",5,"7.538"
"0.10","2",6,"8.139"
"0.10","2",7,"8.633"
"0.10","2",8,"9.049"
"0.10","2",9,"9.409"
"0.10","2",10,"9.725"
"0.10","3",2,"3.328"
"0.10","3",3,"4.467"
"0.10","3",4,"5.199"
"0.10","3",5,"5.738"
"0.10","3",6,"6.162"
"0.10","3",7,"6.511"
"0.10","3",8,"6.806"
"0.10","3",9,"7.062"
"0.10","3",10,"7.287"
"0.10","4",2,"3.015"
"0.10","4",3,"3.976"
"0.10","4",4,"4.586"
"0.10","4",5,"5.035"
"0.10","4",6,"5.388"
"0.10","4",7,"5.679"
"0.10","4",8,"5.926"
